Comment,Designator,Footprint,LCSC
LED,"LED1,LED2,LED3,LED4",custom:LED_0805_2012Metric_Pad1.15x1.40mm_HandSolder_simple,
R,"R1,R2,R3,R4",Resistor_SMD:R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,
R,RN1,Resistor_SMD:R_Array_Convex_4x0603,
LED_RGAB,LED0,lcsc:LED-ARRAY-SMD_4P-L2.0-W1.3-BR_HandSolder,C965848
Conn_01x04,"J1,J2",custom:PinHeader_1x04_P2.54mm_Vertical_simple,
