Comment,Designator,Footprint,LCSC
HUSB237,U1,Package_DFN_QFN:DFN-6-1EP_2x2mm_P0.65mm_EP1x1.6mm,C7471904
1u,C0,custom:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,
75K,R1,custom:R_0603_1608Metric_Pad0.98x0.95mm_HandSolder_simple,
20n,C2,custom:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,
DIP switch,SW1,custom:SW_DIP_SPSTx04_Slide_P1.27mm,
USB_C_Receptacle_USB2.0_16P,J1,connectors:USB-C-Receptacle-16P-TopMount-Horizontal,
4n7,C1,custom:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder,
Pin headers,J3,"custom:PinHeader_1x04_P2.54mm_Vertical_simple_pad3,4gnd",
Connectors,J2,custom:Conn_Combo_TerminalBlock_JST-1x02-XH_PH-pad2gnd,
