Designator,Mid X,Mid Y,Layer,Rotation
C1,130.05,-106.50,B,90.00
C2,127.55,-106.50,B,90.00
J1,125.00,-105.00,B,180.00
J2,132.62,-105.00,B,180.00
Q1,128.75,-105.05,T,270.00
Q2,128.75,-117.80,T,90.00
RN1,128.75,-108.05,T,270.00
RN2,128.75,-114.85,T,90.00
RN3,128.75,-111.45,T,0.00
