Designator,Mid X,Mid Y,Layer,Rotation
BT1,85.81,-126.40,T,180.00
C1,69.98,-124.80,T,90.00
C2,71.05,-133.25,T,270.00
C3,71.00,-124.80,T,90.00
C6,73.60,-124.22,T,270.00
C7,65.00,-133.22,T,270.00
C9,79.23,-121.09,T,90.00
C10,100.58,-126.75,T,270.00
C11,109.35,-122.30,T,270.00
D1,79.70,-128.43,T,90.00
J1,53.54,-128.94,T,270.00
J2,115.24,-128.94,T,90.00
J3,66.78,-136.56,B,270.00
J5,51.54,-121.32,B,180.00
J8,117.58,-121.32,B,180.00
J9,71.86,-121.32,B,90.00
J11,51.54,-136.56,B,180.00
J12,117.58,-136.56,B,180.00
L1,75.00,-131.36,T,270.00
L2,96.01,-124.02,T,90.00
LED1,56.64,-136.66,T,90.00
LED2,58.93,-136.65,T,270.00
LED3,61.21,-136.67,T,90.00
LED4,63.50,-136.66,T,270.00
LED5,94.31,-136.78,T,0.00
LED6,111.00,-136.56,T,90.00
Q1,83.72,-130.56,T,180.00
Q2,88.98,-130.56,T,180.00
Q3,95.63,-130.18,T,180.00
R1,77.72,-136.58,T,270.00
R2,75.90,-127.20,T,0.00
R3,72.30,-124.83,T,90.00
R4,67.91,-132.75,T,180.00
R5,80.75,-121.59,T,90.00
R6,77.18,-130.18,T,270.00
R7,86.36,-130.56,T,90.00
R8,107.95,-122.48,T,270.00
R9,107.95,-124.46,T,270.00
R10,112.52,-135.81,T,270.00
R11,54.10,-122.17,T,90.00
R12,55.12,-122.17,T,90.00
R13,115.04,-122.08,T,270.00
R14,114.02,-122.08,T,270.00
R15,98.30,-130.68,T,90.00
R16,92.96,-130.68,T,270.00
R17,64.52,-121.32,T,270.00
R18,59.31,-121.52,T,270.00
R19,102.49,-127.00,T,270.00
R20,57.15,-121.52,T,90.00
RV1,81.41,-136.56,T,180.00
SW1,87.08,-137.04,T,180.00
SW2,103.14,-136.32,T,0.00
U1,70.70,-129.10,T,0.00
U2,76.56,-121.64,T,180.00
U3,103.57,-122.36,T,270.00
