Comment,Designator,Footprint,LCSC
10K,"R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24",custom:R_0603_1608Metric_Pad0.98x0.95mm_HandSolder_simple,
2N7002DW,"Q4,Q7",custom:SOT-363_SC-70-6_mosfet,C5190214
BSS138,"Q1,Q2,Q5,Q6",custom:SOT-23_mosfet,
Pin headers,"J1,J2",custom:PinHeader_1x06_P2.54mm_Vertical_slim_simple,
G1NP02LLE,Q3,custom:SOT-23-6_G1NP02LLE_mosfet,C7465318
