Designator,Mid X,Mid Y,Layer,Rotation
C0,135.25,-93.60,T,0.00
C1,130.56,-90.04,T,0.00
J1,137.16,-83.82,B,180.00
J2,124.46,-83.82,B,180.00
LED1,132.59,-80.52,T,0.00
LED2,129.03,-80.52,T,180.00
R0,124.46,-88.14,T,180.00
R1,128.14,-93.73,T,180.00
R3,135.25,-92.08,T,180.00
R4,124.46,-82.04,T,180.00
R5,135.89,-80.52,T,180.00
R6,125.73,-80.52,T,0.00
RV1,124.71,-91.69,T,90.00
U1,130.30,-84.33,T,0.00
