Designator,Mid X,Mid Y,Layer,Rotation
C1,146.56,-111.00,T,180.00
C2,150.64,-111.00,B,180.00
F1,146.56,-114.30,T,180.00
F2,150.64,-114.30,B,180.00
J1,142.24,-96.52,B,180.00
J2,154.94,-96.52,B,180.00
LED1,150.88,-96.52,T,180.00
LED2,146.31,-96.52,B,0.00
Q1,151.21,-112.71,T,0.00
Q2,145.99,-112.78,B,180.00
R1,150.86,-96.52,B,180.00
R2,146.32,-96.52,T,0.00
U1,148.59,-103.76,T,270.00
U2,148.59,-99.89,B,180.00
U3,148.59,-106.99,B,270.00
