Designator,Mid X,Mid Y,Layer,Rotation
J1,127.00,-96.52,B,180.00
J2,137.16,-96.52,B,180.00
LED1,133.40,-96.52,T,180.00
LED2,133.40,-99.06,T,180.00
LED3,133.40,-101.60,T,180.00
LED4,133.40,-104.14,T,180.00
LED5,133.40,-106.68,T,180.00
LED6,133.40,-109.22,T,180.00
LED7,133.40,-111.76,T,180.00
LED8,133.40,-114.30,T,180.00
RN1,129.91,-100.26,T,0.00
RN2,129.91,-110.42,T,0.00
