Comment,Designator,Footprint,LCSC
LED,"LED1,LED2,LED3,LED4,LED5,LED6,LED7,LED8",custom:LED_0805_2012Metric_Pad1.15x1.40mm_HandSolder_simple,
Conn_01x08,"J1,J2",custom:PinHeader_1x08_P2.54mm_Vertical_simple,
R_Pack04_Split,"RN1,RN2",Resistor_SMD:R_Array_Convex_4x0603,
