Designator,Mid X,Mid Y,Layer,Rotation
C1,132.25,-121.50,T,270.00
C2,140.25,-118.00,T,90.00
C3,142.25,-118.00,T,90.00
D1,138.00,-118.00,T,270.00
J1,130.00,-116.20,B,180.00
J2,145.24,-116.20,B,180.00
L1,138.00,-122.00,T,90.00
LED1,142.25,-122.00,T,90.00
R1,136.00,-117.59,T,90.00
R2,134.50,-117.59,T,270.00
R3,140.25,-122.00,T,90.00
U1,135.00,-121.50,T,180.00
