Designator,Mid X,Mid Y,Layer,Rotation
C1,133.25,-123.25,T,90.00
C2,145.25,-123.31,T,270.00
C3,147.75,-122.86,T,270.00
D1,140.25,-119.05,T,180.00
J1,127.00,-116.84,T,90.00
J2,127.00,-129.54,T,90.00
J3,154.94,-116.84,T,0.00
L1,141.00,-124.25,T,90.00
LED1,150.50,-124.90,T,90.00
R1,145.25,-118.50,T,90.00
R2,147.75,-118.50,T,90.00
R3,150.50,-120.89,T,270.00
U1,136.30,-123.14,T,180.00
